time_accessed,tweet_id,full_text,created_at,geo,place_name,coordinates,user_location
2021-10-22 15:52,1.45E+18,"@Jim_Jordan Why would you transplant a healthy organ into something stupid enough not to get healthy,&amp; take precautions during global pandemic",2021-10-19 19:47,,Ottawa,,Arnprior Ontario Canada
2021-10-22 15:52,1.45E+18,@PrimeVideo @TessaThompson_x @steveyeun Amigos #BingoHellMovie we got it done in 19 days during pandemic in strict 10 hour days 🎬😉,2021-10-19 19:44,,Surrey,,"Vancouver, Canada"
2021-10-22 15:52,1.45E+18,I'm angry I have to do this. Why in 2021 are we still asking for basic respect and dignity for immigrants? Especially after all the sacrifices we've seen during the pandemic? Thought we would never again hear the lazy immigrant rhetoric after seeing the pandemic heroes. #onpoli https://t.co/S2jqzDrGel,2021-10-19 19:44,,Toronto,,"Toronto, Ontario"
2021-10-22 15:52,1.45E+18,"@VlagVVrijheid @childadvocateAU @hmgarth14 @KelleyJo722 @OzraeliAvi Facts are...the scientists won the nobel prize for discovering POSSIBLE other uses for Ivermectin, the drug DID NOT win the prize. And the drug is not working for covid. India was trying it and stopped.",2021-10-19 19:42,,Halifax,,United States
2021-10-22 15:52,1.45E+18,"Great to convene our first gathering of the Global Impact Committee @BeamtreeCo. Starting from #Vancouver at 1am, 10am in #Rome, 2pm in #Hyderabad and #Sydney at 7pm, our fifteen members gathered virtually to discuss our global comparators #COVID work on patient quality &amp; safety. https://t.co/nTcAOWRpbK",2021-10-19 19:38,,Vancouver,,"London, England. "
2021-10-22 15:52,1.45E+18,In what world is this not completely fucked up? You don't have to report any adverse reactions to the vaccine because it might make other people not want to get it?? 🤨🤢 https://t.co/b4w1RL49vV,2021-10-19 19:36,,Wood Buffalo,,"Victoria, British Columbia"
2021-10-22 15:52,1.45E+18,We should celebrate the end of the pandemic 🥳,2021-10-19 19:31,,Peterborough,, 
2021-10-22 15:52,1.45E+18,The most ridiculous thing I have seen so far 😂 I mean people who came up with this idea definitely have no idea how viruses are being spread and how they work in general 😂 #restrictions #COVID19 https://t.co/JaUgd5bi9i,2021-10-19 19:29,,Calgary,,
2021-10-22 15:52,1.45E+18,"More narrative collapse out of the UK. 

Record deaths in a highly vaccinated population, 🤔. 

“Pandemic of the unvaccinated” my foot. 

#bcpoli https://t.co/E5rp1wajen",2021-10-19 19:28,,Vancouver,,"Vancouver, British Columbia"
2021-10-22 15:52,1.45E+18,"@richardzussman End all Covid restrictions. 

It’s messed up that everyone is chowing on food and partying at bars with no masks and we are masking kids.",2021-10-19 19:26,,Vancouver,,"Vancouver, British Columbia"
2021-10-22 15:52,1.45E+18,Think a mild case of COVID-19 is no big deal? Think again. https://t.co/ae0FGZ9dLB via @FLPhoenixNews,2021-10-19 19:23,,Richmond Hill,,"Newmarket, Ontario, Canada"
2021-10-22 15:52,1.45E+18,Alejandro Mayorkas tests positive for COVID-19 https://t.co/Dgg3wcNNEy,2021-10-19 19:21,,Drumheller,,Canada
2021-10-22 15:52,1.45E+18,Fully vaccinated 2 or 3? Alejandro Mayorkas tests positive for COVID-19 https://t.co/Dgg3wcNNEy,2021-10-19 19:20,,Drumheller,,Canada
2021-10-22 15:52,1.45E+18,"Celebrating small victories. Went to the dentist today - something I’ve been hesitant to do as often as we should, during COVID. Also officially lost COVID 15 lbs. Now just the quit smoking weight &amp; the menopause weight to go. One day &amp; one step at a time. We can only do so much.",2021-10-19 19:20,,Toronto,,"Toronto, Ontario, Canada"
2021-10-22 15:52,1.45E+18,@JakkHol @bendwilkins @Meatloafsndwch @OzraeliAvi No! You don't get it. The only reason some who are vaccinated get it is because not everyone is vaccinated so it creates mutations which brings the variants and the vaccine is not as effective to those.,2021-10-19 19:19,,Halifax,,United States
2021-10-22 15:52,1.45E+18,@DandyCarlyle @WPGMurat I know I have both called for his head and praised him myself. Maybe even in back to back tweets! I think the vitriol this year is expectations mixed with pandemic exhaustion. No one has any patience left for either.,2021-10-19 19:10,,Winnipeg,,Metis Homeland
2021-10-22 15:52,1.45E+18,Deena Hinshaw - Alberta Chief Medical Officer: Deena Hinshaw - Order an end to all Vaccine Passports &amp; Vaccine Terminations - Sign the Petition! https://t.co/nR1e0sIFQV via @CdnChange,2021-10-19 19:09,,Fort Saskatchewan,,Fort Saskatchewan
2021-10-22 15:52,1.45E+18,"to live longer is corona medication we learned me who can't die it's bee venom, respiratol zyprexa a agent in flea medication and termia vena",2021-10-19 19:09,,Truro,,
2021-10-22 15:52,1.45E+18,"How sad. 😔

https://t.co/YjgrlY1qYz",2021-10-19 19:08,,North Grenville,,Kemptville
2021-10-22 15:52,1.45E+18,@shabagapa @awong37 @JustinTrudeau @PattyHajdu @KatharineSmart @PremierScottMoe @skgovcaucus Wastewater levels and Covid levels have had a spurious correlation at best. It's not a reliable indicator.,2021-10-19 19:06,,Saskatoon,,"Saskatchewan, Canada"
2021-10-22 15:52,1.45E+18,"Homeland Security secretary tests positive for Covid-19...

https://t.co/nKK394tQwl",2021-10-19 19:06,,Halifax,,"Halifax, NS Canada"
2021-10-22 15:52,1.45E+18,Not suprised. The real pandemic is this. https://t.co/kdDk0gBR4D,2021-10-19 19:02,,Williams Lake,,Pacific Time Zone
2021-10-22 15:52,1.45E+18,@SwSwalker56 @ChrisMurphyCT Were you or your family assisted in any way during the pandemic?,2021-10-19 19:00,,Oshawa,,
2021-10-22 15:52,1.45E+18,"Good meeting today with @PfizerCA , thank you for the opportunity to learn more about new developments. I commend all the work that Pfizer has done for Manitobans in response to the COVID-19 pandemic. https://t.co/wgDeHPB8rY",2021-10-19 18:49,,Winnipeg,,"Winnipeg, Manitoba"
2021-10-22 15:52,1.45E+18,"Oh no 

Oh no no 

I thought the planet had decided we’d use the lessons of the pandemic to slow life down? 

Oh no https://t.co/41HREQoWuk",2021-10-19 18:45,,Winnipeg,,"Winnipeg, Manitoba"
2021-10-22 15:52,1.45E+18,"@RayBunchOfNmbrs @taylorlcam @Dave_Khan @jkenney We have the highest fiscal capacity of any province, so no, we shouldn't be getting federal tax revenues redistributed to us. We did get more in Covid relief than any other province. Thanks Trudeau! We all pay Federal taxes, part of being in a Federation.",2021-10-19 18:44,,Calgary,,Calgary
2021-10-22 15:52,1.45E+18,@AliqaIllauq @DonDavies @JustinTrudeau I challenge @DonDavies @theJagmeetSingh to wear a surgical mask in an ICU Covid ward for 8-12 hours &amp; still say they don’t think it’s worth speaking up to get the best PPE for HCWs or asking for an investigation into why the best PPE stays locked up for future pandemics.@dfisman. https://t.co/O1aENClj7n https://t.co/hCAZKubYGv,2021-10-19 18:43,,Greater Sudbury / Grand Sudbury,,"Greater Sudbury / Grand Sudbury, Ontario"
2021-10-22 15:52,1.45E+18,@BudJorgenson Also fascinating that @SaskHealth prioritized the vaccine rollout by age... but age doesn’t matter?#Science https://t.co/zRrIHTzaAJ,2021-10-19 18:41,,Oakville,,"Saskatchewan, Canada"
2021-10-22 15:52,1.45E+18,"@chloe_withanh Had a furnace tech come into the house. When I called to book the company asked me to make sure I would be wearing a mask while he would be there. In my own home. I said no, I won't be. They still sent him.",2021-10-19 18:35,,Ottawa,,"Ottawa, Ontario"
2021-10-22 15:52,1.45E+18,"Do you like when a TV show adds the pandemic to it’s storyline or would you rather they pretend it didn’t happen? 😷📺

-@KatElliottOnAir",2021-10-19 18:35,,Halifax,,1-902-420-1013
2021-10-22 15:52,1.45E+18,"@AndreaHorwath BC is already having parents register their kids for the vaccine. When its available, they will receive a text, email or phone call setting up the appointments for a vaccine.",2021-10-19 18:32,,Lanark Highlands,,"Toronto, McDonald's Corners "
2021-10-22 15:52,1.45E+18,"@keithamccluskey @sandcastle1975 @4Clearsky @conkyan @25_cycle @BigRakaDoc @chimera414 @robhon_ @jimdtweet @Kenneth72712993 @Canadianworker2 @IngersolRobert @organicdot @BridgetHolmstro @Narvuntien @JohnDublin10 @EricWil06256732 @IanDJbrown2 @GuyGadboisGuyG1 @DaveJohn0175 @Tragiicomedy @TheDisproof @rvrs_man @Shinedown1911 @priscian @OscarsWild1 @BubbasRanch @RobMeekel @FillmoreWhite @robinlarder @RealBeeOlogist @DawnTJ90 @ejwwest @SniemN @BarbaraGirouard @rln_nelson @Jaisans @Extinct55021670 @GlennCarr6 @MedBennett @Tcaddy5 @LauraSunlight @HalBrow68884227 @BradSchrag @RushhourP @Sdg13Un @dtd1985 @Keeper_86 @BrknMan You missed the point. Only a fraction of the military gets vaccinated every year, except this year for COVID.",2021-10-19 18:29,,Ottawa,,"Ottawa, Canada"
2021-10-22 15:52,1.45E+18,"So what "" age group "" died from the Covid 19's Delta Variant in the Edmunston Region? https://t.co/SOTpWN7k0L",2021-10-19 18:28,,Saint John,,
2021-10-22 15:52,1.45E+18,Ontario health minister announces launch of flu immunization campaign: The post Ontario health minister announces launch of flu immunization campaign appeared first on Weekly Voice. https://t.co/8ByLGVq7Ot #Canada #Covid19 #Featured #Health #Videos,2021-10-19 18:25,"{'type': 'Point', 'coordinates': [43.7742911, -79.7164011]}",Brampton,"{'type': 'Point', 'coordinates': [-79.7164011, 43.7742911]}",Toronto
2021-10-22 15:52,1.45E+18,"5 of these councillors lost their races last night with 4 of them being incumbent upsets. Let this be a clear message to the new #yegcc that with a provincial government that has been negligent in all areas of pandemic management, we demand you protect the citizens of this city. https://t.co/aRIl9HufeF",2021-10-19 18:24,,Edmonton,,"Edmonton, Alberta"
2021-10-22 15:52,1.45E+18,@Gov_NB So what age group died from the Delta Variant of Covid 19 in the Edmunston region?,2021-10-19 18:24,,Saint John,,
2021-10-22 15:52,1.45E+18,"Really interesting discussion if you're concerned about covid deaths. 
Dying WITH covid and dying FROM covid need some clarification 
https://t.co/6D3HGsq4Ef",2021-10-19 18:21,,Wood Buffalo,,"Victoria, British Columbia"
2021-10-22 15:52,1.45E+18,@Pepperfire @JeanGuy_LeB We backztopped the banks with 750 billion dollars. And during the pandemic they still made record profits.,2021-10-19 18:20,,Tay Valley,,"Toronto, McDonald's Corners "
2021-10-22 15:52,1.45E+18,Just scrolling through Alberta @Twitter Is the pandemic over? It’s gotta be. Haven’t read one mention of #COVID19 #abvote #yycvotes #yegvotes #YQLVote,2021-10-19 18:16,,Calgary,,"Calgary, Alberta"
2021-10-22 15:52,1.45E+18,Only really weak minded people continue to buy into this continuing rationalization of why u must take vaccine and boosters. I’m vaccinated and done. No booster bs. Had enough issues with first 2 shots https://t.co/t3OpghvPIs,2021-10-19 18:14,,Rocky View County,,"Calgary, Alberta"
2021-10-22 15:52,1.45E+18,"Oct 19 || NEWS RELEASE New Brunswick || Three deaths reported / 122 recoveries / 50  new COVID-19 cases / Booster dose of mRNA vaccines available for health-care personnel and First Nations || + More...

https://t.co/c7cC0x7Gut",2021-10-19 18:09,,Halifax,,"Halifax, NS Canada"
2021-10-22 15:52,1.45E+18,"@mtnman0038 @TWilsonOttawa Yes. Nobody has ever claimed that this vaccine, or any vaccine, is 100% effective and guarantees that you absolutely will not get infected.",2021-10-19 18:07,,Waterloo,,"Waterloo, Ontario"
2021-10-22 15:52,1.45E+18,@BodyForWife @linzstam One thing I’ve learned from the DST vote and debate is how easily people will reject science for their own personal reasons. And while the DST debate is not nearly as important it sheds some light on the vaccine hesitant and vaccine deniers.,2021-10-19 18:02,,Edmonton,,The Grey Havens
2021-10-22 15:52,1.45E+18,"With the ever-changing data from around the world throughout the #COVID19 pandemic, @UHN’s Dr. Beate Sander and her team highlighted the importance of certain measures to stop the spread.

Learn more in the #BehindtheBreakthrough podcast ➜ https://t.co/PkvOQPY5Hg

@BeateSander https://t.co/rQ3qCvv6DW",2021-10-19 18:01,,Toronto,,"Toronto, ON, Canada"
2021-10-22 15:52,1.45E+18,@PGhatak Sorry for your losses. I’ve had folks lose friends too. But I don’t get the direct Covid connection? Sounds like a sensitive time for you and I’m sorry my attempt at some light humour had an impact on your day.,2021-10-19 17:58,,Central Saanich,,"Victoria, BC"
2021-10-22 15:52,1.45E+18,"@mileslunn @JohnnyLarue613 @ratesdotca You obviously weren’t hospitalized from your shot. I was. Every responsible parent is aware that the vax carries multitudes more risk to their child than covid, according to our own public health data. Some of us value the lives of ourselves and our families.",2021-10-19 17:57,,Vaughan,,"Toronto, Ontario"
2021-10-22 15:52,1.45E+18,"🔊on
👇🏾the often undervalued aspect of vaccination is COLLECTIVE IMMUNITY:
#Vaccine effectiveness⬆️ as more people #SayYesToVaccines➡️the protection of those who can’t get vaccinated/are #immunocompromised also⬆️.
Getting vaccinated isn’t a personal choice it’s a collective one🙌🏾 https://t.co/JudXKCti7J",2021-10-19 17:53,,Montréal,,"Tiohtià:ke (Montreal), Canada"
2021-10-22 15:52,1.45E+18,"I went to the gym and attended a fitness class.  With people. TRX and rip trainer. First time since March 9, 2020. Thanks vaccines and vaccine mandates. Thanks @uofg ! https://t.co/payBZGnMb1",2021-10-19 17:49,,Guelph,,"Guelph, Ontario"
2021-10-22 15:52,1.45E+18,There are good people in this country and a lot of them are either nurses or from Newfoundland. Some of them are both. https://t.co/Eqz4Dp9PiX,2021-10-19 17:49,,Toronto,,"Toronto, Ontario"
2021-10-22 15:52,1.45E+18,@FuelTheFighters @CTVNews Imagine he got COVID... 🤷‍♀️,2021-10-19 17:48,,Toronto,,"Toronto, Ontario"
2021-10-22 15:52,1.45E+18,I lost my mask and getting onto TTC...well I guess this will be my first time sans mask commuting,2021-10-19 17:41,,Toronto,,"Toronto, Ontario"
2021-10-22 15:52,1.45E+18,@HaileyMumby @wearynoticer @CBCNews I think you’re right. Japan’s obesity rate is 3.6%. The US is 42%. Canada’s is 24%. And obesity is a major comobity with COVID. I don’t think a vaccine is going to be enough.,2021-10-19 17:27,,London,,
2021-10-22 15:52,1.45E+18,"So Wheeler tests positive for Covid (and I hope it does not become serious. Speedy recovery!), and Paul Maurice doesn't like an 11 forward and 7 defense lineup...but dresses Beaulieu over Perfetti anyway?! 

Lunacy. Absolute lunacy.

#NHLJets #GoJetsGo",2021-10-19 17:24,,Winnipeg,,"Winnipeg, Canada"
2021-10-22 15:52,1.45E+18,Amber is the best!! @A_Firecracker Thank you for the mask!😊#LetsGoOilers https://t.co/y1PQJOuBfj,2021-10-19 17:23,,Edmonton,,"Edmonton, Alberta"
2021-10-22 15:52,1.45E+18,@mynamesnotgordy @Dadcancoach Something else thats odd is HCWs are denied N95s &amp; told the risk is so low they can only use surgical masks around Covid patients. Minister Fullerton’s life is so much more important than teachers + HCWs that she can’t take any risk whatsoever &amp; has to use an N95 at meetings. https://t.co/qkv3CqGLHs,2021-10-19 17:21,,Greater Sudbury / Grand Sudbury,,"Greater Sudbury / Grand Sudbury, Ontario"
2021-10-22 15:52,1.45E+18,Just recieved my third dose of the vaccine and was actually given a choice. Moderna was recommended but I panicked and stuck with the same one I had for the first two. Honestly I would have been happy with anything but the choice kind of threw me off and I wasn't sure what to do.,2021-10-19 17:15,,Burnaby,,"Vancouver, BC"
2021-10-22 15:52,1.45E+18,"@Mikeggibbs Saw my Doctor for another reason and got my flu shot as well. 

You need it this year as very few people had the flu last year due to lockdowns and mask wearing.",2021-10-19 17:12,,Lanark Highlands,,"Toronto, McDonald's Corners "
2021-10-22 15:52,1.45E+18,Thoughts from every FSL teacher who taught during a pandemic 🙄🚩🚩🚩🚩Doug Ford says he stopped taking French lessons for safety reasons during pandemic https://t.co/llRrj6AYcc,2021-10-19 17:10,,Hamilton,,Hamilton ON Canada
2021-10-22 15:52,1.45E+18,"@Pepperfire Banks didn't suffer at all. They made a big deal of letting people defer mortgages and loans. Those people who did, will now even more to the banks as interest still accrued. 

They even raised service fees during the pandemic. 

Banks only helped themselves.",2021-10-19 17:08,,Lanark Highlands,,"Toronto, McDonald's Corners "
2021-10-22 15:52,1.45E+18,"To keep people healthy this flu season and avoid hospitalization during #COVID19ON, Ontario is investing $89+ million in one of the largest immunization programs in our history. Flu shots are available to all Ontarians in November. #FightTheFlu

Read more:
https://t.co/UUaB4zX2Eo https://t.co/hDD8uK13I1",2021-10-19 17:05,,Mississauga,,"Mississauga, Ontario"
2021-10-22 15:52,1.45E+18,"@tpholmes As a big sports fan, the first 4 months of the pandemic were tough on me. Lol",2021-10-19 17:04,,Canmore,,"Canmore, AB"
2021-10-22 15:52,1.45E+18,Typical LPC response. Its not grounded in any facts. They wanted to criminalize Canadians during a pandemic. The NDP said you can't do that. The LPC backed off after a public out cry. https://t.co/iINHWm7Otn,2021-10-19 17:02,,Lanark Highlands,,"Toronto, McDonald's Corners "
2021-10-22 15:52,1.45E+18,"1995 Toronto Board of Education, Malvern CI: There was a measles outbreak and we were all jabbed with a booster vaccine, regardless of whether ours were up-to-date. It was during school hours and I don't remember having a choice or needed parental consent.

There is precedent. https://t.co/zN1iYTGSeX",2021-10-19 16:59,,Sainte-Anne-de-la-Pérade,,"Toronto, Ontario"
2021-10-22 15:52,1.45E+18,Covid screener &gt; Testing coordinator,2021-10-19 16:58,,Burnaby,,Canada
2021-10-22 15:52,1.45E+18,"The brilliant Dr. Marr presents strategies to prevent future outbreaks and pandemics. 

https://t.co/qnR7nXbTav",2021-10-19 16:56,,Greater Sudbury / Grand Sudbury,,"Hanmer, Northern Ontario"
2021-10-22 15:52,1.45E+18,"Creston, today is another opportunity to get you COVID-19 vaccination. https://t.co/9TNbbMNweN",2021-10-19 16:55,,Victoria,,"Nelson, British Columbia"
2021-10-22 15:52,1.45E+18,"Nelson, today is another opportunity to get you COVID-19 vaccination. https://t.co/UBGIEEgo1Y",2021-10-19 16:55,,Victoria,,"Nelson, British Columbia"
2021-10-22 15:52,1.45E+18,"Kaslo, today is another opportunity to get you COVID-19 vaccination. https://t.co/PJV8Ia9Sdj",2021-10-19 16:54,,Victoria,,"Nelson, British Columbia"
2021-10-22 15:52,1.45E+18,@larryelder @UCLA Might explain why so many politicians like mask mandates.,2021-10-19 16:54,,Westlock,,"Alberta, Canada"
2021-10-22 15:52,1.45E+18,Hello Canadians crossing the border. Have you been subjected to random COVID-19 testing? What was your experience like? Please DM me. Would love to learn more about this.,2021-10-19 16:48,,Toronto,,"Toronto, ON"
2021-10-22 15:52,1.45E+18,@CarymaRules I know one person who had a severe reaction to the second shot.  He was prescribed some meds and a week later was fine.  I wonder how Chris felt after he took the vaccine,2021-10-19 16:47,,Welland,,"Welland, Ontario"
2021-10-22 15:52,1.45E+18,@AmyLEngland There is a vaccine consent form on the gov website,2021-10-19 16:42,,Oshawa,,"Oshawa, Ontario"
2021-10-22 15:52,1.45E+18,"Where is the outrage or does it only happen in Alberta. https://t.co/v6mkDYJNDK: 26 more people die of COVID-19 in BC, as 1,846 new cases confirmed over 3 days.
https://t.co/qcI51vBoBz

via @GoogleNews",2021-10-19 16:41,,Calgary,,"Calgary, Alberta"
2021-10-22 15:52,1.45E+18,"@cnnbrk So proud of you @JohnKingCNN ! Your taking on, of @FoxNews in the past 35 minutes, for using Colin Powell’s death to promote supposed inadequacy of the COVID Vaccine is admiral and should be done by other media heavyweights like you! We’ll see if they have the courage!",2021-10-19 16:41,,Halifax,,"Halifax, Nova Scotia"
2021-10-22 15:52,1.45E+18,@CoreyOCroft No offense to Meagan but the cookbook is a joke. That's as harsh as I'm willing to go. It's a novelty cash grab. Crystal Dynamics is out of touch with its fanbase. They know what we want and regardless of covid they knew TR25 was fast approaching way back in 2018 during Shadow.,2021-10-19 16:40,,Tillsonburg,,"Ontario, Canada"
2021-10-22 15:52,1.45E+18,"Y'all I actually have Tourette's syndrome, this ain't a joke or even a good reason to exhaust medical resources in a fucking pandemic. https://t.co/ZgitYG5zBe",2021-10-19 16:38,,Saskatoon,,Amigos Cantina 
2021-10-22 15:52,1.45E+18,"“Start answering questions from parents ahead of time,” @Carla4Lakeview advised. “Let’s not wait until the rollout, and we see a number of children not getting vaccinated, to have a plan for it. We’re asking for some proactive measures.”

🗞https://t.co/EyPFqs7CTj
#skpoli",2021-10-19 16:30,,Saskatchewan,,"Saskatchewan, Canada"
2021-10-22 15:52,1.45E+18,"Annual reminder that oseltamivir (Tamiflu) is a terrible medicine with awful efficacy. Just like COVID, the best treatment is through prevention with a #vaccination. Get your #flushot. 

Image from @srrezaie https://t.co/QBmdRh3ZM6",2021-10-19 16:30,,Toronto,,"Toronto, Ontario"
2021-10-22 15:52,1.45E+18,"I mean, you really think we can afford those prices?  In the midst of a PANDEMIC of all things? 😬 https://t.co/B19UAbXtyk",2021-10-19 16:11,,Toronto,,"Toronto, Ontario"
2021-10-22 15:52,1.45E+18,"Starting Friday, October 22 we’ll be using the #NLVaxPass here @HungryHeartNL 📲

You’ll need to be fully vaccinated or have an approved medical exemption in order to access our business &amp; others. Learn more: https://t.co/Jhzkz76Rsk #StaySafeStayHealthy 💜 https://t.co/IGRetgoOLF",2021-10-19 16:08,,St. John's,,St.John's Newfoundland
2021-10-22 15:52,1.45E+18,"The pandemic still sucks a bunch, but it hasn’t stopped us from filling life with happy memories. https://t.co/40Rj6im2fS",2021-10-19 16:08,,Ottawa,,Ottawa
2021-10-22 15:52,1.45E+18,"LOOK AT THAT. It can be done.

cc: @celliottability @PattyHajdu 

#COVID19 #KabukiTheatre https://t.co/cARtoqsfCk",2021-10-19 16:07,,Toronto,,"Toronto, Canada YYZ"
2021-10-22 15:52,1.45E+18,"Negative Covid tests in hand, off to @Vegas in 42 hours! https://t.co/O189P8PEPj",2021-10-19 16:03,,St. Catharines,,"St. Catharines, Ontario"
2021-10-22 15:52,1.45E+18,"In class, professor asked ""What is the biggest issue for earth right now?"" Some said climate change, global warming, water problems. Few said COVID, political wars.
""Humans"", I answered from the last bench.

#ActOnClimate
#environmentaleducation
#bittertruth #environment #Earth",2021-10-19 15:56,,Burnaby,,"Vancouver, British Columbia"
2021-10-22 15:52,1.45E+18,"@KatanaMulletMan @ryanbeckwith @MollyJongFast l understand your concern and am sorry to sound like I only have cold water to offer (it's true!). The other risk is that a job only collects people who are wealthy.

https://t.co/irxbEhXiSz",2021-10-19 15:54,,Toronto,,
2021-10-22 15:52,1.45E+18,@randomperson_FA @ComatoseGoat @_stah I see different X axis as the death number is for the whole pandemic. Vaccines where not readily available until 2021 so it is just that year. Interesting that🇮🇳 has so many one dose. 🇨🇦did a similar delay to💉 as many as possible w 1 and it worked well improving the second 💉,2021-10-19 15:45,,Niagara Falls,,"Niagara Falls, ON"
2021-10-22 15:52,1.45E+18,@Jpentecost1 @gergshawn @BCGovNews According to the CDC unvaccinated are 11 times more likely to die of Covid.,2021-10-19 15:38,,Richmond,,"Richmond, BC"
2021-10-22 15:52,1.45E+18,@OttawaPolitico What’s the weather and Covid situation like there?,2021-10-19 15:37,,Ottawa,,"Ottawa, Ontario, Canada"
2021-10-22 15:52,1.45E+18,"Very thankful to have been able to get  a third shot of Moderna  Covid vaccine last Friday, and almost immediately download the Proof of Vaccination certificate with its QR code. The whole process was incredibly easy - thanks to the great folks at Scarborough Centenary Hospital❤️",2021-10-19 15:37,,Toronto,,"Toronto, Ontario"
2021-10-22 15:52,1.45E+18,Canada has been named world’s 2nd strongest nation brand due to positive perceptions of nation’s COVID-19 response https://t.co/3tnqb9HxBb,2021-10-19 15:32,,Brantford,,GTHA
2021-10-22 15:52,1.45E+18,@JoeDPea @CdnCandy This is me. Gratefully the few times we’ve gone out have been to (fully vaxxed) places following the distancing/capacity and mask rules so it hasn’t been uncomfortable. Definitely not ready for any arena-sized events yet.,2021-10-19 15:24,,Winnipeg,,"Winnipeg, Manitoba"
2021-10-22 15:52,1.45E+18,"Fox News is like the Globe rag mag...what they don't know they make up...the Earth is flat. Vaccinated people dying from Covid doesn't mean vaccines don't work

https://t.co/ptISe9i3to",2021-10-19 15:24,,Calgary,,
2021-10-22 15:52,1.45E+18,"@TheView Sex Ed should definitely cover Fetal Alcohol Spectrum Disorder. Numbers are only increasing during Covid, and education is almost non existent. Adoptive families and foster parents need much more info on this.
I've dedicated my life to the cause after fostering/adopting",2021-10-19 15:23,,Edmonton,,
2021-10-22 15:52,1.45E+18,"Everyone did. I was given an impression by someone, at an independent vaccine clinic as a child, &amp; avoided all of my vaccines in high-school but am now caught up. If I weren't given the impression from a random adult then I wouldn't have skipped the vaccines. Its happening now. https://t.co/lu07SOaYPe",2021-10-19 15:22,,Surrey,,Turtle Island
2021-10-22 15:52,1.45E+18,"“Vaccine is bad, mark of the beast, blah blah blah”

“Ok, never mind the vaccine. Can you take this rapid test (not the brain tickling version) to make sure you don’t have the virus?”

“Nope. Can’t do that either”

🤦‍♂️",2021-10-19 15:22,,Montcalm,,"Red River Valley, MB "
2021-10-22 15:52,1.45E+18,Will be interested to see what sort of restrictions will/may be introduced if COVID isn’t in the rear view mirror by then.🍷 https://t.co/0O0sZnzDKM,2021-10-19 15:22,,Burnaby,,"Vancouver, BC"
2021-10-22 15:52,1.45E+18,"@luanam465 @ENirenberg VITT was found to be age (young people)  related so 🇨🇦 offered it to older people who where higher risk of Covid, which has blood clots, but v low risk of VITT. Like all things in life a balancing of risks.",2021-10-19 15:16,,Niagara Falls,,"Niagara Falls, ON"
2021-10-22 15:52,1.45E+18,"When you thought you would be able to go on your honeymoon before your second wedding anniversary! 😂

Here’s to getting through another year of COVID marriage! https://t.co/6xMR00RqAU",2021-10-19 15:15,,Mississippi Mills,,"Ottawa, ON"
2021-10-22 15:52,1.45E+18,@TheRealCormoD @ejwalsh_ed @Paulcal56155227 @Ro88623498 @kevinmccaul23 @newschambers Agreed. When you work in hospitality people are cunts enough before Covid never mind the inevitable abuse from people with/without certs. Should be a civil servant or the like doing it,2021-10-19 15:14,,Toronto,,
2021-10-22 15:52,1.45E+18,"Good jobs for new vaccinated recruits. 

Washington State Patrol loses 127 employees to vaccine mandate

https://t.co/92AlZZ60yr",2021-10-19 15:14,,Toronto,,"Toronto, and Vancouver Canada"
2021-10-22 15:52,1.45E+18,"I'm starting to get the impression that SE and CD really didn't have a concrete plan in mind for TR25. Even IF covid wasn't a factor I still have a hunch that we weren't gonna get much if anything major at all. But hey, be thankful we're getting a cook book right?",2021-10-19 15:14,,Tillsonburg,,"Ontario, Canada"
2021-10-22 15:52,1.45E+18,"@luanam465 @ENirenberg ‘21 reports of thrombosis with thrombocytopenia syndrome (TTS) after receipt of AstraZeneca/COVISHIELD vaccine, of which 16 are vaccine-induced immune thrombotic thrombocytopenia (VITT)’ Ontario had 21 out of 1 million doses. 🇨🇦no longer uses AZ as we have lots of mRNA. /2",2021-10-19 15:13,,Niagara Falls,,"Niagara Falls, ON"
2021-10-22 15:52,1.45E+18,"The lack of affordable housing in Toronto has been prevalent for many years, and the COVID-19 pandemic has shone a light onto the true impact of what happens when so many of our residents don’t have access to safe, affordable housing — especially our front line workers. 2/",2021-10-19 15:06,,Toronto,,"Toronto, Ontario"
2021-10-22 15:52,1.45E+18,"Remember those federal election promises about paid sick leave?

Time to turn them into action. 

The lack of adequate sick leave provisions disproportionately affects women — especially women in precarious jobs.

https://t.co/cRZblKIMlm

#canlab #1u #PaidSickDays #COVID #cdnpoli",2021-10-19 15:02,,Halifax,,"Halifax, NS"
2021-10-22 15:52,1.45E+18,"YMCA is not just a song…. Rebuilding my strength after chemo, after covid, after my big move back  to Toronto. https://t.co/vIfGgt7HLY",2021-10-19 14:59,,Toronto,,"Geneva, CH"
2021-10-22 15:52,1.45E+18,"According to recent Canadian survey, 
28% of males and 18% of females with children reported problematic or risky alcohol use during #COVID19 . That is why we are advocating for #stigma &amp; barrier free supports for families, especially Canadian #youth . #buildthemup https://t.co/WdNcx24PVD",2021-10-19 14:52,,Calgary,,"Calgary, Alberta"
2021-10-22 15:52,1.45E+18,"@NargisWalker Yes. I experienced all that when I came home in August for a few weeks from zero-Covid, universally mask-wearing HK. The insouciant exceptionalism in the U.K. is horrifying. People seem to have no awareness of the rest of the world. Sheep have more independence of thought.",2021-10-19 14:52,,Vancouver,,Plague Island & Hermit City
